"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"",""2020"","
"Europe & Central Asia (excluding high income),""ECA"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.62"",""3.6"",""3.7375"",""3.7875"",""3.73333333333333"",""3.75555555555556"",""3.7375"",""3.75"",""3.725"",""3.58"",""3.6"",""3.6"",""3.6"",""3.62"",""3.66"","""","
"Europe & Central Asia,""ECS"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.62"",""3.6"",""3.7375"",""3.7875"",""3.73333333333333"",""3.75555555555556"",""3.7375"",""3.75"",""3.725"",""3.58"",""3.6"",""3.6"",""3.6"",""3.62"",""3.66"","""","
"Ecuador,""ECU"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Egypt, Arab Rep.,""EGY"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Euro area,""EMU"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Eritrea,""ERI"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.2"",""3"",""3"",""3"",""2.8"",""2.8"",""2.7"",""2.7"",""2.7"",""2.7"",""2.6"",""2.4"",""2.4"",""2.6"",""2.6"","""","
"Spain,""ESP"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Estonia,""EST"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Ethiopia,""ETH"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.6"",""3.6"",""3.7"",""3.6"",""3.6"",""3.6"",""3.7"",""3.7"",""3.7"",""3.7"",""3.8"",""3.7"",""3.7"",""3.8"",""3.8"","""","
"European Union,""EUU"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Fragile and conflict affected situations,""FCS"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.9"",""2.824"",""2.844"",""2.828"",""2.85185185185185"",""2.91111111111111"",""2.9448275862069"",""2.93225806451613"",""2.90625"",""2.925"",""2.91875"",""2.89375"",""2.84848484848485"",""2.896875"",""2.89090909090909"","""","
"Finland,""FIN"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Fiji,""FJI"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"France,""FRA"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Faroe Islands,""FRO"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Micronesia, Fed. Sts.,""FSM"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.7"",""2.7"",""2.7"",""2.7"",""2.7"",""2.6"",""2.6"",""2.6"",""2.6"","""","
"Gabon,""GAB"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"United Kingdom,""GBR"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Georgia,""GEO"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.9"",""4.1"",""4"",""4.2"",""4.2"",""4.2"",""4.2"",""4.1"",""4.1"","""","""","""","""","""","""","""","
"Ghana,""GHA"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.7"",""3.8"",""3.9"",""4"",""3.9"",""4"",""3.9"",""4"",""4"",""3.9"",""3.9"",""3.8"",""3.8"",""3.7"",""3.7"","""","
"Gibraltar,""GIB"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guinea,""GIN"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.2"",""3"",""3"",""3"",""3"",""3"",""3"",""3.1"",""3"",""3.1"",""3.2"",""3.2"",""3.3"",""3.3"",""3.3"","""","
"Gambia, The,""GMB"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.1"",""3.1"",""3.1"",""3.2"",""3.3"",""3.4"",""3.5"",""3.4"",""3.4"",""3.4"",""3.3"",""3.3"",""3.3"",""3.4"",""3.4"","""","
"Guinea-Bissau,""GNB"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.8"",""2.6"",""2.6"",""2.6"",""2.5"",""2.7"",""2.7"",""2.5"",""2.4"",""2.3"",""2.2"",""2.3"",""2.3"",""2.3"",""2.3"","""","
"Equatorial Guinea,""GNQ"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Greece,""GRC"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Grenada,""GRD"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.9"",""4"",""4"",""4"",""3.9"",""3.9"",""3.9"",""3.9"",""3.9"",""3.8"",""3.8"",""3.7"",""3.7"",""3.8"",""3.8"","""","
"Greenland,""GRL"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guatemala,""GTM"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guam,""GUM"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Guyana,""GUY"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.3"",""3.4"",""3.4"",""3.5"",""3.5"",""3.4"",""3.3"",""3.3"",""3.3"",""3.3"",""3.2"",""3.1"",""3.1"",""3.2"",""3.2"","""","
"High income,""HIC"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Hong Kong SAR, China,""HKG"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Honduras,""HND"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.8"",""3.7"",""3.7"",""3.8"",""3.7"",""3.7"",""3.6"",""3.6"",""3.6"",""3.8"",""3.7"",""3.7"",""3.8"",""3.7"",""3.6"","""","
"Heavily indebted poor countries (HIPC),""HPC"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.16857142857143"",""3.11944444444444"",""3.14166666666667"",""3.16216216216216"",""3.14736842105263"",""3.18421052631579"",""3.21315789473684"",""3.22105263157895"",""3.21315789473684"",""3.22368421052632"",""3.22894736842105"",""3.20540540540541"",""3.18421052631579"",""3.23513513513513"",""3.21315789473684"","""","
"Croatia,""HRV"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Haiti,""HTI"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.6"",""2.7"",""2.7"",""2.7"",""2.7"",""2.7"",""2.6"",""2.6"",""2.6"",""2.7"",""2.7"",""2.6"",""2.6"",""2.6"",""2.6"","""","
"Hungary,""HUN"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"IBRD only,""IBD"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.6"",""3.575"",""3.69"",""3.73636363636364"",""3.76363636363636"",""3.74545454545455"",""3.72"",""3.73"",""3.71"",""3.82"",""3.8"",""3.8"",""3.8"",""3.85"",""3.8"","""","
"IDA & IBRD total,""IBT"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.29459459459459"",""3.26184210526316"",""3.28243243243243"",""3.29466666666667"",""3.3"",""3.33246753246753"",""3.32820512820513"",""3.315"",""3.3"",""3.28815789473684"",""3.2828947368421"",""3.25068493150685"",""3.23108108108108"",""3.26164383561644"",""3.26666666666667"","""","
"IDA total,""IDA"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.23548387096774"",""3.203125"",""3.21875"",""3.21875"",""3.22272727272727"",""3.26363636363636"",""3.27058823529412"",""3.25571428571429"",""3.24225352112676"",""3.25070422535211"",""3.24647887323944"",""3.23521126760563"",""3.21527777777778"",""3.24507042253521"",""3.24444444444444"","""","
"IDA blend,""IDB"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.32307692307692"",""3.25714285714286"",""3.25714285714286"",""3.22142857142857"",""3.24285714285714"",""3.29285714285714"",""3.35"",""3.33571428571429"",""3.34285714285714"",""3.37142857142857"",""3.36428571428571"",""3.37142857142857"",""3.38571428571429"",""3.40714285714286"",""3.43571428571429"","""","
"Indonesia,""IDN"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"IDA only,""IDX"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.21224489795918"",""3.188"",""3.208"",""3.218"",""3.21730769230769"",""3.25576923076923"",""3.25"",""3.23571428571429"",""3.21754385964912"",""3.22105263157895"",""3.21754385964912"",""3.20175438596491"",""3.17413793103448"",""3.20526315789474"",""3.19827586206896"","""","
"Isle of Man,""IMN"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"India,""IND"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.7"",""3.7"",""3.7"",""3.7"",""3.7"",""3.7"",""3.6"",""3.7"",""3.7"","""","""","""","""","""","""","""","
"Not classified,""INX"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Ireland,""IRL"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Iran, Islamic Rep.,""IRN"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Iraq,""IRQ"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Iceland,""ISL"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Israel,""ISR"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Italy,""ITA"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Jamaica,""JAM"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Jordan,""JOR"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Japan,""JPN"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Kazakhstan,""KAZ"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Kenya,""KEN"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.1"",""3.2"",""3.2"",""3.2"",""3.5"",""3.7"",""3.7"",""3.7"",""3.7"",""3.7"",""3.7"",""3.7"",""3.7"",""3.7"",""3.7"","""","
"Kyrgyz Republic,""KGZ"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.5"",""3.6"",""3.6"",""3.6"",""3.6"",""3.6"",""3.6"",""3.6"",""3.6"",""3.5"",""3.7"",""3.7"",""3.7"",""3.8"",""3.8"","""","
"Cambodia,""KHM"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.1"",""3.3"",""3.3"",""3.3"",""3.3"",""3.4"",""3.5"",""3.5"",""3.4"",""3.4"",""3.4"",""3.4"",""3.4"",""3.4"",""3.5"","""","
"Kiribati,""KIR"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3"",""2.9"",""2.9"",""2.8"",""2.9"",""3"",""3"",""3"",""3.1"",""3.1"",""3.1"",""3.1"",""3.1"",""3"",""3.1"","""","
"St. Kitts and Nevis,""KNA"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Korea, Rep.,""KOR"",""CPIA policies for social inclusion/equity cluster average (1=low to 6=high)"",""IQ.CPA.SOCI.XQ"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
